consulta,necesita_grafico,tipo_grafico
Actualizar teléfono del cliente con ID 15 por favor,False,ninguno
Me gustaría métodos de pago más utilizados agregando chart,1,barras
Quiero movimientos de inventario y graficalo en barras,1,barras
Podrías hacer gráfica la participación de mercado,True,circular
movimientos de inventario con gráfico circular,True,circular
visualiza en un gráfico los productos sin stock,True,barras
genera chart los métodos de pago,1,barras
Solicito muestrame los compras por proveedor y presenta un gráfico,True,barras
Me gustaría genera una gráfica de los descuentos aplicados,True,barras
muestrame los movimientos de inventario y presenta un gráfico,1,circular
obten los clientes registrados por mes y visualizalos en un gráfico,1,circular
Clientes que tienen email gmail.com,0,ninguno
Participación de marcas en ventas,1,circular
ventas por hora del día con gráfico por favor,True,barras
extrae los descuentos aplicados y haz un plot,1,lineal
GRAFICA LOS STOCK POR CATEGORÍA,1,barras
grafica la distribución de clientes,1,barras
Obtener primeros 5 clientes ordenados alfabéticamente y gráfico,True,barras
Me gustaría precios promedio por marca agregando chart,1,barras
Requiero muestrame los transacciones por estado y presenta un gráfico,True,barras
mostrame los top 10 productos más vendidos y grafica los resultados,1,barras
stock por categoría con gráfico,True,barras
Quiero movimientos de inventario y haz un gráfico de pastel,True,circular
Podrías historial de movimientos de hoy,True,barras
mostrar gráfico la evolución de precios,1,circular
Requiero ventas pendientes de pago,False,ninguno
consulta los descuentos aplicados y genera un chart,1,barras
Solicito ventas por cliente con id 25,True,barras
muestra en un chart los productos por categoría,1,lineal
muestra gráfico la frecuencia de compras,1,circular
Necesito participación de marcas en ventas,False,ninguno
top 10 productos más vendidos con gráfico circular,1,circular
primeros 5 clientes ordenados alfabéticamente y muestra un gráfico de barras,1,barras
Sería posible busca los métodos de pago más utilizados y crea una gráfica,True,barras
Dame descuentos aplicados y gráfico,True,barras
Obtener haz un gráfico de los ventas por temporada,True,barras
Podrías transacciones por estado con gráfico circular,True,circular
Dame análisis de clientes,False,ninguno
Métricas de rendimiento?,False,ninguno
MUESTRAME LOS MOVIMIENTOS DE INVENTARIO Y PRESENTA UN GRÁFICO,True,barras
mostrame los transacciones por estado y grafica los resultados,1,barras
muestra gráfico las ventas por hora,1,circular
Composición del inventario por categoría,1,circular
movimientos de inventario con gráfico circular,1,circular
Dame haz un gráfico de los top 10 productos más vendidos,True,barras
Obtener movimientos de inventario visualizado en línea,True,lineal
Sería posible ventas por vendedor,True,barras
Quiero visualiza las ventas mensuales,True,lineal
Comparación precio costo vs precio venta,1,dispersion
Podrías compras por proveedor,False,ninguno
Dame consulta los estados de venta y genera un chart,1,barras
Dame crea plot los productos más vendidos,1,barras
descuentos aplicados y muestra gráfico?,True,barras
visualizar la correlación precio-ventas,1,dispersion
Mostrar comportamiento de ventas por temporada,False,ninguno
muestra gráfico el stock por categoría?,True,barras
dame los ventas por hora del día y graficalos,1,barras
Quiero movimientos de inventario con gráfico de dispersión,True,dispersion
haz un gráfico de los productos con mayor margen,1,barras
Solicito visualiza en un gráfico los clientes por grupo de edad,True,barras
extrae los compras por proveedor y haz un plot?,1,barras
Quiero busca los clientes por grupo de edad y crea una gráfica,True,barras
movimientos de inventario y muestra histograma,1,histograma
extrae los primeros 5 clientes ordenados alfabéticamente y haz un plot por favor,1,barras
Necesito dame los productos por categoría y graficalos,1,barras
generar chart la frecuencia de compras,1,barras
Obtener grafica los ventas por vendedor,1,barras
Quiero dibujar gráfico las ventas por hora,True,barras
clientes registrados por mes y muestra histograma?,True,histograma
Solicito dibuja un gráfico con los productos por categoría,True,barras
Mostrar graficar el stock por categoría,1,barras
Quiero haz un gráfico de los métodos de pago más utilizados,True,barras
Obtener consulta los stock por categoría y genera un chart,1,barras
Sería posible métodos de pago más utilizados agregando chart,1,barras
visualiza en un gráfico los precios promedio por marca,1,circular
consulta los productos sin stock y genera un chart,1,barras
crea un plot de los ventas por hora del día,1,dispersion
ventas por vendedor agregando chart,1,barras
Requiero genera chart las ventas por hora,1,barras
extrae los ventas por hora del día y haz un plot,1,lineal
Dashboard de ventas,0,ninguno
dame los métodos de pago más utilizados y graficalos,1,barras
MOSTRAME LOS TOP 10 PRODUCTOS MÁS VENDIDOS Y GRAFICA LOS RESULTADOS,1,barras
Sería posible clientes registrados por mes y muestra histograma,True,histograma
Frecuencia de montos de venta,True,histograma
Podrías productos sin stock y haz un gráfico de pastel,True,circular
Consulta: visualizar la evolución de precios,1,lineal
productos sin stock incluyendo gráfica,1,lineal
genera una gráfica de los productos con mayor margen,1,histograma
Me gustaría muestra gráfico las ventas por hora,True,barras
Quiero ventas por vendedor y haz un gráfico de pastel,True,circular
genera una gráfica de los precios promedio por marca,1,histograma
grafica los métodos de pago más utilizados,1,barras
Productos con stock menor al mínimo,False,ninguno
Solicito historial de movimientos de hoy,True,barras
Necesito ventas por vendedor agregando chart,1,barras
Reporte de inventario,1,barras
Solicito plotea las ventas por hora,1,barras
Dame muestra en un chart los precios promedio por marca,1,barras
presenta en gráfico la frecuencia de compras por favor,True,histograma
Podrías lista los descuentos aplicados y muestra un gráfico,True,barras
ventas por hora del día y gráfico,1,barras
compras por proveedor y haz un gráfico de pastel,1,circular
descuentos aplicados y graficalo en barras,1,barras
dibuja gráfico la evolución de precios,1,lineal
Mostrar visualiza en un gráfico los transacciones por estado,True,barras
Grafica los métodos de pago,1,barras
productos por categoría visualizado en línea,True,lineal
Podrías stock por categoría y muestra gráfico,True,barras
haz un gráfico de los transacciones por estado,1,barras
Necesito haz un gráfico de los compras por proveedor,True,barras
top 10 productos más vendidos visualizado en línea?,True,lineal
Necesito productos sin stock incluyendo gráfica,True,barras
Me gustaría dibujar gráfico la correlación precio-ventas,True,dispersion
descuentos aplicados y graficalo en barras?,1,barras
mostrar gráfico la correlación precio-ventas?,True,dispersion
muestra en un chart los ventas por temporada,1,lineal
dibujar gráfico los métodos de pago,1,lineal
muestrame los ventas mensuales del último año y presenta un gráfico,1,circular
Mostrar obten los clientes por grupo de edad y visualizalos en un gráfico,True,barras
Podrías movimientos de inventario incluyendo gráfica,True,barras
Solicito haz un gráfico de los ventas por hora del día,True,barras
crea un plot de los clientes registrados por mes?,1,barras
Quiero genera chart los métodos de pago,1,barras
productos por categoría y muestra un gráfico de barras?,True,barras
Dame haz un gráfico de los ventas por temporada,True,barras
Podrías muestrame los transacciones por estado y presenta un gráfico,True,barras
Obtener obten los ventas mensuales del último año y visualizalos en un gráfico,True,lineal
Quiero ventas por hora del día agregando chart,1,barras
Necesito plotear el stock por categoría,1,barras
DIBUJAR GRÁFICO LAS VENTAS POR HORA,True,barras
crea plot la correlación precio-ventas,1,lineal
productos con mayor margen con gráfico circular,1,circular
Obtener movimientos de inventario con gráfico de dispersión,True,dispersion
top 10 productos más vendidos en gráfico lineal,1,lineal
compras por proveedor y graficalo en barras por favor,1,barras
Necesito grafica los tipos de comprobante,1,barras
visualiza en un gráfico los ventas por vendedor,1,circular
dibujar gráfico la participación de mercado,1,lineal
Dame visualiza en un gráfico los top 10 productos más vendidos,True,barras
movimientos de inventario y haz un gráfico de pastel,1,circular
Sería posible plotea la evolución de precios,1,lineal
Dame plotea la evolución de precios,1,lineal
movimientos de inventario y muestra histograma,True,histograma
haz un gráfico de los ventas mensuales del último año,1,barras
Mostrar productos con mayor margen con gráfico circular,True,circular
busca los clientes registrados por mes y crea una gráfica,1,lineal
¿Cuántos clientes se registraron este mes,False,ninguno
Obtener dame los métodos de pago más utilizados y graficalos,1,barras
dibuja gráfico la correlación precio-ventas,1,lineal
Necesito genera chart los productos más vendidos,1,barras
Podrías genera una gráfica de los primeros 5 clientes ordenados alfabéticamente,True,barras
Dame métodos de pago más utilizados y gráfico,True,barras
estados de venta con gráfico de dispersión por favor,True,dispersion
Me gustaría evolución de ventas en los últimos 6 meses,False,ninguno
mostrame los productos por categoría y grafica los resultados,1,barras
plotear la evolución de precios,1,dispersion
Reporte de desempeño?,True,barras
Dame mostrame los productos por categoría y grafica los resultados,1,barras
Mostrar top 10 productos más vendidos y graficalo en barras,1,barras
grafica los productos con mayor margen,1,barras
Solicito crear plot el stock por categoría,1,barras
VISUALIZAR LOS MÉTODOS DE PAGO,1,barras
crea un plot de los clientes registrados por mes,1,barras
Requiero crea plot las ventas mensuales,1,lineal
PLOTEA LOS MÉTODOS DE PAGO,1,barras
Ventas canceladas en la última semana?,True,barras
GENERAR CHART LA DISTRIBUCIÓN DE CLIENTES,1,histograma
Podrías compras por proveedor y muestra un gráfico de barras,True,barras
mostrame los transacciones por estado y grafica los resultados,1,barras
Dame genera chart la distribución de clientes,1,histograma
Sería posible grafica los productos más vendidos,1,barras
Progresión de ventas acumuladas,1,lineal
Dame stock por categoría en gráfico lineal,True,lineal
haz gráfica los métodos de pago,1,circular
crea plot los métodos de pago,1,lineal
Consulta: visualiza la frecuencia de compras,True,histograma
Ventas por hora del día agregando chart,1,barras
muestra en un chart los precios promedio por marca,1,lineal
Me gustaría participación de marcas en ventas,False,ninguno
movimientos de inventario y gráfico,True,barras
genera una gráfica de los productos por categoría,True,barras
Análisis de tendencias?,False,ninguno
Sería posible tipos de comprobante con gráfico de dispersión,True,dispersion
Me gustaría genera una gráfica de los precios promedio por marca,True,barras
dame los stock por categoría y graficalos,1,barras
Solicito ventas por vendedor y muestra gráfico,True,barras
Obtener graficar la correlación precio-ventas,1,dispersion
Podrías muestra en un chart los precios promedio por marca,1,barras
productos sin stock con gráfico,1,barras
Solicito presenta en gráfico los ventas por hora del día,True,barras
descuentos aplicados y graficalo en barras,1,barras
dibuja un gráfico con los stock por categoría,1,barras
Quiero distribución de precios de productos,False,ninguno
crear plot el stock por categoría,1,lineal
Podrías métodos de pago más utilizados y gráfico,True,barras
dibuja gráfico la participación de mercado?,True,circular
busca los estados de venta y crea una gráfica?,True,barras
Consulta: productos sin stock con gráfico,True,barras
PAGOS REALIZADOS CON TARJETA DE CRÉDITO,True,barras
tipos de comprobante y gráfico,True,barras
Quiero presenta en gráfico los precios promedio por marca,True,barras
Quiero lista los tipos de comprobante y muestra un gráfico,True,barras
Podrías tipos de comprobante y muestra histograma,True,histograma
mostrame los tipos de comprobante y grafica los resultados,1,barras
dibuja gráfico la frecuencia de compras,1,lineal
productos sin stock con gráfico,True,barras
Consulta: presenta en gráfico los ventas por hora del día,True,barras
movimientos de inventario visualizado en línea,1,lineal
Dame visualiza la correlación precio-ventas,True,dispersion
Dame compras por proveedor,True,barras
crea plot la frecuencia de compras,1,lineal
Me gustaría generar chart el stock por categoría,1,barras
Movimientos de inventario con gráfico,True,barras
Necesito clientes que tienen email gmail.com,False,ninguno
generar chart los métodos de pago?,1,barras
Solicito crear plot las ventas mensuales,1,lineal
ventas por vendedor y muestra gráfico,True,barras
movimientos de inventario y graficalo en barras por favor,1,barras
plotea las ventas mensuales,1,dispersion
Solicito grafica los compras por proveedor,1,barras
Me gustaría ventas mensuales del último año y muestra histograma,True,histograma
visualiza en un gráfico los ventas mensuales del último año,True,lineal
DAME LOS VENTAS POR HORA DEL DÍA Y GRAFICALOS,1,barras
Consulta: haz gráfica los métodos de pago,True,barras
Pagos realizados con tarjeta de crédito,0,ninguno
Necesito dame los clientes registrados por mes y graficalos,1,barras
Sería posible precios promedio por marca incluyendo gráfica,True,barras
consulta los productos por categoría y genera un chart,1,barras
Necesito visualizar los métodos de pago,1,barras
Necesito descuentos aplicados con gráfico,True,barras
Resumen de ventas del mes actual,1,barras
Dame haz un gráfico de los precios promedio por marca,True,barras
Mostrar productos sin stock con gráfico circular,True,circular
Requiero dibuja un gráfico con los clientes por grupo de edad,True,barras
Sería posible crea un plot de los productos con mayor margen,1,barras
Consulta: presenta en gráfico las ventas por hora,True,barras
Mostrar presentar en gráfico los métodos de pago,True,barras
precios promedio por marca en gráfico lineal?,True,lineal
Mostrar busca los top 10 productos más vendidos y crea una gráfica,True,barras
Eliminar cliente con dni 87654321,False,ninguno
crear plot la distribución de clientes,1,lineal
VISUALIZA EN UN GRÁFICO LOS PRODUCTOS CON MAYOR MARGEN,True,barras
Mostrar visualiza el stock por categoría,True,barras
Sería posible distribución de ventas por categoría,True,histograma
generar chart la participación de mercado,1,barras
presentar en gráfico el stock por categoría,True,barras
precios promedio por marca y graficalo en barras por favor,1,barras
Podrías tipos de comprobante incluyendo gráfica,True,barras
Quiero descuentos aplicados y haz un gráfico de pastel,True,circular
Sería posible mostrar productos con precio mayor a 100 soles,False,ninguno
presentar en gráfico la evolución de precios,True,lineal
Lista todos los clientes activos,0,ninguno
muestra en un chart los productos con mayor margen por favor,1,barras
GENERA UNA GRÁFICA DE LOS PRODUCTOS CON MAYOR MARGEN,True,barras
Primeros 5 clientes ordenados alfabéticamente y haz un gráfico de pastel,True,circular
visualiza en un gráfico los transacciones por estado?,True,barras
Consulta: clientes por grupo de edad y muestra histograma,True,histograma
presenta en gráfico la correlación precio-ventas,True,dispersion
Podrías visualiza los productos más vendidos,True,barras
Podrías evolución del inventario total,False,ninguno
dibuja gráfico los productos más vendidos?,True,barras
Mostrar top 10 productos más vendidos y graficalo en barras,1,barras
dibuja un gráfico con los productos con mayor margen,True,barras
Mostrar proveedores con ruc que empieza con 20,False,ninguno
Consulta: visualizar la participación de mercado,1,circular
Requiero generar chart la evolución de precios,1,lineal
Obtener dibuja gráfico la participación de mercado,True,circular
Obtener movimientos de inventario del producto id 10,True,barras
dibuja un gráfico con los ventas por hora del día?,True,barras
Solicito busca los top 10 productos más vendidos y crea una gráfica,True,barras
Solicito dibuja un gráfico con los métodos de pago más utilizados,True,barras
Mostrar precios promedio por marca agregando chart,1,barras
Me gustaría muestra en un chart los ventas por temporada,1,barras
Necesito crea un plot de los productos con mayor margen,1,barras
Dame mostrar gráfico los productos más vendidos,True,barras
muestrame los productos por categoría y presenta un gráfico,1,circular
Requiero dame los productos con mayor margen y graficalos,1,barras
Necesito clientes registrados por mes en gráfico lineal,True,lineal
Sería posible clientes por grupo de edad y muestra gráfico,True,barras
Mostrar grafica la correlación precio-ventas,1,dispersion
Podrías visualiza en un gráfico los ventas por vendedor,True,barras
Distribución de clientes por grupo de edad?,False,ninguno
Clientes registrados por mes y graficalo en barras,1,barras
extrae los primeros 5 clientes ordenados alfabéticamente y haz un plot,1,lineal
genera una gráfica de los primeros 5 clientes ordenados alfabéticamente,1,histograma
busca los precios promedio por marca y crea una gráfica?,True,barras
Mostrar crear plot la frecuencia de compras,1,histograma
Obtener crear plot los métodos de pago,1,barras
Solicito descuentos aplicados en gráfico lineal,True,lineal
visualiza los métodos de pago,True,barras
Obtener top 10 productos más vendidos y muestra histograma,True,histograma
Quiero presenta en gráfico el stock por categoría,True,barras
muestra en un chart los productos por categoría,1,barras
Productos más vendidos por categoría,1,barras
Solicito compras por proveedor visualizado en línea,True,lineal
muestra gráfico la participación de mercado,1,circular
crea plot la evolución de precios,1,lineal
Dame lista todos los clientes activos,False,ninguno
Necesito graficar la evolución de precios,1,lineal
Podrías productos con mayor margen con gráfico de dispersión,True,dispersion
MUESTRA GRÁFICO LAS VENTAS MENSUALES,True,lineal
Mostrar ventas mensuales del último año con gráfico de dispersión,True,dispersion
Dame productos por categoría y muestra un gráfico de barras,True,barras
Clientes inactivos en el sistema,0,ninguno
obten los tipos de comprobante y visualizalos en un gráfico?,True,barras
Mostrar productos con stock menor al mínimo,False,ninguno
Requiero visualiza en un gráfico los productos sin stock,True,barras
plotea el stock por categoría por favor,1,barras
Mostrar presenta en gráfico la participación de mercado,True,circular
Requiero haz un gráfico de los métodos de pago más utilizados,True,barras
stock por categoría con gráfico,1,barras
genera chart la evolución de precios,1,lineal
Obtener consulta los transacciones por estado y genera un chart,1,barras
busca los ventas por temporada y crea una gráfica,1,lineal
Podrías dibuja gráfico la evolución de precios,True,lineal
top 10 productos más vendidos y gráfico,True,barras
presenta en gráfico los tipos de comprobante,True,barras
haz un gráfico de los top 10 productos más vendidos,1,barras
tipos de comprobante y gráfico,1,barras
haz un gráfico de los transacciones por estado,True,barras
Necesito visualiza los productos más vendidos,True,barras
dibuja gráfico los métodos de pago,1,lineal
Total vendido este mes,False,ninguno
Mostrar muestrame los ventas por hora del día y presenta un gráfico,True,barras
Top 10 productos más vendidos en gráfico lineal,True,lineal
Resumen de ventas del mes actual,True,barras
Ventas por hora del día y gráfico,True,barras
Quiero consulta los descuentos aplicados y genera un chart,1,barras
compras por proveedor y muestra un gráfico de barras,True,barras
compras por proveedor y muestra un gráfico de barras,1,barras
ventas por vendedor y haz un gráfico de pastel,True,circular
Transacciones por estado,1,barras
lista los precios promedio por marca y muestra un gráfico,True,barras
Proveedores con RUC que empieza con 20,0,ninguno
Consulta: transacciones por estado y haz un gráfico de pastel,True,circular
Ventas por hora del día y muestra gráfico,True,barras
Podrías movimientos de inventario y muestra histograma,True,histograma
Consulta: presentar en gráfico los productos más vendidos,True,barras
Dame mostrame los tipos de comprobante y grafica los resultados,1,barras
mostrar gráfico la correlación precio-ventas,1,circular
visualiza en un gráfico los productos por categoría,True,barras
Podrías grafica los métodos de pago más utilizados,1,barras
obten los ventas por vendedor y visualizalos en un gráfico,1,circular
Consulta: dibujar gráfico la distribución de clientes,True,histograma
Dame muestra en un chart los productos sin stock,1,barras
Sería posible genera chart la correlación precio-ventas,1,dispersion
Clientes por grupo de edad y haz un gráfico de pastel,True,circular
Sería posible hacer gráfica los productos más vendidos,True,barras
Consulta: grafica la correlación precio-ventas,1,dispersion
top 10 productos más vendidos y gráfico,1,barras
Mostrar dibujar gráfico la distribución de clientes,True,histograma
Podrías lista los primeros 5 clientes ordenados alfabéticamente y muestra un gráfico,True,barras
Dame grafica los productos por categoría,1,barras
dibujar gráfico los métodos de pago?,True,barras
Consulta: dibuja un gráfico con los stock por categoría,True,barras
MOVIMIENTOS DE INVENTARIO Y GRÁFICO,True,barras
Mostrar generar chart la correlación precio-ventas,1,dispersion
Buscar comprobante por número 001-000456,0,ninguno
Quiero hacer gráfica la frecuencia de compras,True,histograma
Mostrar resumen financiero,False,ninguno
Productos con stock menor al mínimo por favor,False,ninguno
Busca los clientes registrados por mes y crea una gráfica,True,barras
compras por proveedor y muestra gráfico?,True,barras
Requiero muestra en un chart los clientes registrados por mes,1,barras
ventas por vendedor agregando chart?,1,barras
tipos de comprobante con gráfico circular,1,circular
Requiero productos con mayor margen con gráfico,True,barras
Consulta: productos con mayor margen con gráfico de dispersión,True,dispersion
Podrías muestrame los descuentos aplicados y presenta un gráfico,True,barras
Dame consulta los movimientos de inventario y genera un chart,1,barras
Mostrar productos por categoría con gráfico circular,True,circular
Obtener genera una gráfica de los clientes registrados por mes,True,barras
Movimientos de inventario con gráfico circular,True,circular
Obtener crea plot las ventas mensuales,1,lineal
Dame muestra en un chart los productos con mayor margen,1,barras
Sería posible productos con mayor margen de ganancia,False,ninguno
extrae los estados de venta y haz un plot por favor,1,barras
muestra en un chart los ventas por vendedor,1,lineal
Mostrar ventas por vendedor,False,ninguno
Quiero lista los primeros 5 clientes ordenados alfabéticamente y muestra un gráfico,True,barras
Obtener extrae los productos por categoría y haz un plot,1,barras
Quiero dame los tipos de comprobante y graficalos,1,barras
Productos de la categoría ropa,True,barras
Hacer gráfica la frecuencia de compras,True,histograma
crea plot los métodos de pago,1,barras
Quiero mostrar gráfico la evolución de precios,True,lineal
Podrías hacer gráfica el stock por categoría,True,barras
Dame productos que necesitan reposición,False,ninguno
Obtener hacer gráfica las ventas por hora,True,barras
mostrar gráfico las ventas mensuales,True,lineal
dibuja un gráfico con los clientes por grupo de edad,1,barras
estados de venta con gráfico circular,True,circular
Necesito graficar la evolución de precios,1,lineal
Requiero descuentos aplicados y gráfico,True,barras
Sería posible presenta en gráfico los clientes por grupo de edad,True,barras
ventas por temporada en gráfico lineal,1,lineal
muestrame los ventas por hora del día y presenta un gráfico,1,circular
hacer gráfica las ventas por hora,1,circular
Obtener plotear las ventas por hora,1,barras
visualiza en un gráfico los top 10 productos más vendidos?,True,barras
hacer gráfica la evolución de precios,1,circular
Podrías clientes por grupo de edad visualizado en línea,True,lineal
Dame presentar en gráfico las ventas por hora,True,barras
Dame transacciones por estado y haz un gráfico de pastel,True,circular
consulta los transacciones por estado y genera un chart?,1,barras
Necesito ventas por temporada incluyendo gráfica,True,barras
presenta en gráfico los tipos de comprobante,True,barras
visualizar la correlación precio-ventas?,1,dispersion
dibuja gráfico las ventas mensuales por favor,True,lineal
busca los métodos de pago más utilizados y crea una gráfica,1,lineal
extrae los primeros 5 clientes ordenados alfabéticamente y haz un plot?,1,barras
plotea los productos más vendidos por favor,1,barras
Dame presenta en gráfico el stock por categoría,True,barras
PLOTEA EL STOCK POR CATEGORÍA,1,barras
Requiero lista los primeros 5 clientes ordenados alfabéticamente y muestra un gráfico,True,barras
Obtener clientes registrados por mes con gráfico circular,True,circular
Quiero crea un plot de los productos por categoría,1,barras
tipos de comprobante con gráfico,True,barras
presentar en gráfico la distribución de clientes,1,barras
Obtener haz gráfica la correlación precio-ventas,True,dispersion
Requiero reporte de inventario,True,barras
Quiero top 10 productos más vendidos con gráfico de dispersión,True,dispersion
Obtener dame los stock por categoría y graficalos,1,barras
visualiza en un gráfico los transacciones por estado,1,circular
presentar en gráfico la participación de mercado,1,barras
Quiero progresión de ventas acumuladas,False,ninguno
Solicito tipos de comprobante con gráfico circular,True,circular
grafica los productos por categoría,1,barras
presenta en gráfico las ventas mensuales?,True,lineal
Quiero stock por categoría y muestra gráfico,True,barras
Necesito porcentaje de métodos de pago utilizados,True,circular
lista los productos sin stock y muestra un gráfico,1,barras
top 10 productos más vendidos y muestra histograma,1,histograma
Requiero ventas por hora del día,False,ninguno
Podrías grafica los precios promedio por marca,1,barras
mostrar gráfico la distribución de clientes?,True,histograma
Obtener crea un plot de los productos por categoría,1,barras
PRODUCTOS SIN STOCK Y MUESTRA GRÁFICO,True,barras
Sería posible consulta los transacciones por estado y genera un chart,1,barras
Dame plotea las ventas mensuales,1,lineal
Mostrar productos con precio mayor a 100 soles por favor,False,ninguno
Consulta: obten los movimientos de inventario y visualizalos en un gráfico,True,barras
Podrías graficar la participación de mercado,1,circular
Consulta: muestra gráfico los productos más vendidos,True,barras
Stock actual de todos los productos,0,ninguno
crea un plot de los top 10 productos más vendidos por favor,1,barras
mostrar gráfico las ventas por hora,1,circular
Crecimiento de clientes registrados,1,lineal
Consulta: clientes por grupo de edad y haz un gráfico de pastel,True,circular
plotea los productos más vendidos,1,barras
transacciones por estado y muestra un gráfico de barras?,True,barras
Me gustaría visualiza en un gráfico los top 10 productos más vendidos,True,barras
Podrías crea un plot de los métodos de pago más utilizados,1,barras
Dame haz gráfica la correlación precio-ventas,True,dispersion
generar chart la evolución de precios,1,barras
Mostrar métodos de pago más utilizados y gráfico,True,barras
ventas por vendedor agregando chart,1,barras
Necesito distribución de estados de venta,False,ninguno
Métricas comerciales,1,barras
Podrías visualiza en un gráfico los top 10 productos más vendidos,True,barras
LISTA LOS PRIMEROS 5 CLIENTES ORDENADOS ALFABÉTICAMENTE Y MUESTRA UN GRÁFICO,True,barras
Me gustaría haz gráfica el stock por categoría,True,barras
VISUALIZA EN UN GRÁFICO LOS PRODUCTOS SIN STOCK,True,barras
Plotear los métodos de pago,1,barras
Distribución de días entre compras,True,histograma
Requiero mostrame los compras por proveedor y grafica los resultados,1,barras
Sería posible dibuja gráfico la distribución de clientes,True,histograma
Sería posible lista los tipos de comprobante y muestra un gráfico,True,barras
presenta en gráfico los productos por categoría,1,circular
Quiero obten los ventas por hora del día y visualizalos en un gráfico,True,barras
Me gustaría genera chart la distribución de clientes,1,histograma
DIBUJA UN GRÁFICO CON LOS CLIENTES REGISTRADOS POR MES,True,barras
Solicito muestra en un chart los precios promedio por marca,1,barras
Requiero muestra gráfico la distribución de clientes,True,histograma
Mostrar detalle de venta número 001-000123,0,ninguno
Me gustaría mostrame los ventas mensuales del último año y grafica los resultados,1,lineal
Requiero busca los clientes registrados por mes y crea una gráfica,True,barras
Quiero lista los productos sin stock y muestra un gráfico,True,barras
Ventas por hora del día,1,barras
Requiero muestrame los productos por categoría y presenta un gráfico,True,barras
Requiero ventas pendientes de pago,False,ninguno
Necesito mostrame los precios promedio por marca y grafica los resultados,1,barras
Dame plotear la correlación precio-ventas,1,dispersion
Mostrar descuentos aplicados en gráfico lineal,True,lineal
Solicito consulta los productos sin stock y genera un chart,1,barras
Quiero crea un plot de los clientes por grupo de edad,1,barras
visualiza en un gráfico los ventas mensuales del último año,1,circular
ventas por vendedor incluyendo gráfica por favor,True,barras
grafica los primeros 5 clientes ordenados alfabéticamente,1,barras
VISUALIZAR LA DISTRIBUCIÓN DE CLIENTES,1,histograma
Sería posible distribución de estados de venta,False,ninguno
Sería posible dibuja un gráfico con los productos con mayor margen,True,barras
Sería posible productos con mayor margen con gráfico de dispersión,True,dispersion
visualiza en un gráfico los top 10 productos más vendidos,1,circular
muestra en un chart los ventas por temporada por favor,1,barras
Me gustaría transacciones por estado y gráfico,True,barras
OBTEN LOS CLIENTES POR GRUPO DE EDAD Y VISUALIZALOS EN UN GRÁFICO,True,barras
PRODUCTOS POR CATEGORÍA Y GRAFICALO EN BARRAS,1,barras
grafica los ventas por temporada,1,barras
genera chart la frecuencia de compras,1,barras
stock por categoría en gráfico lineal,1,lineal
consulta los stock por categoría y genera un chart,1,barras
dibujar gráfico la participación de mercado?,True,circular
Podrías visualiza la distribución de clientes,True,histograma
top 10 productos más vendidos y muestra un gráfico de barras,True,barras
Consulta: visualiza en un gráfico los productos sin stock,True,barras
Solicito lista los precios promedio por marca y muestra un gráfico,True,barras
mostrame los descuentos aplicados y grafica los resultados,1,barras
Solicito mostrar detalle de venta número 001-000123,False,ninguno
composición del inventario por categoría,False,ninguno
productos con mayor margen y muestra histograma?,True,histograma
Crea un plot de los estados de venta,1,barras
Obtener extrae los transacciones por estado y haz un plot,1,barras
Consulta los productos por categoría y genera un chart,1,barras
Requiero obten los primeros 5 clientes ordenados alfabéticamente y visualizalos en un gráfico,True,barras
extrae los ventas mensuales del último año y haz un plot,1,lineal
Obtener graficar la frecuencia de compras,1,histograma
Me gustaría visualiza las ventas mensuales,True,lineal
Transacciones por estado y gráfico,True,barras
Obtener estados de venta con gráfico de dispersión,True,dispersion
Solicito mostrame los top 10 productos más vendidos y grafica los resultados,1,barras
EXTRAE LOS COMPRAS POR PROVEEDOR Y HAZ UN PLOT,1,barras
Solicito ventas por temporada y haz un gráfico de pastel,True,circular
presentar en gráfico la participación de mercado por favor,True,circular
hacer gráfica la frecuencia de compras,1,circular
lista los ventas por hora del día y muestra un gráfico,1,barras
Me gustaría genera una gráfica de los ventas por temporada,True,barras
busca los productos con mayor margen y crea una gráfica,1,lineal
Dibuja un gráfico con los primeros 5 clientes ordenados alfabéticamente,True,barras
Distribución de clientes por grupo de edad,1,circular
Mostrar genera chart la evolución de precios,1,lineal
Quiero movimientos de inventario con gráfico,True,barras
productos por categoría y graficalo en barras?,1,barras
Histograma de cantidades vendidas,1,histograma
consulta los precios promedio por marca y genera un chart,1,barras
Consulta: movimientos de inventario y graficalo en barras,1,barras
descuentos aplicados y haz un gráfico de pastel,1,circular
Sería posible clientes registrados por mes con gráfico circular,True,circular
grafica los productos más vendidos,1,barras
presenta en gráfico los ventas por hora del día,1,circular
obten los stock por categoría y visualizalos en un gráfico,True,barras
Mostrar muestrame los ventas por vendedor y presenta un gráfico,True,barras
Consulta: ventas mensuales del último año incluyendo gráfica,True,lineal
Sería posible top 10 productos más vendidos con gráfico circular,True,circular
Solicito lista los descuentos aplicados y muestra un gráfico,True,barras
Requiero haz un gráfico de los ventas por hora del día,True,barras
Podrías presenta en gráfico los ventas por hora del día,True,barras
Quiero haz gráfica el stock por categoría,True,barras
crea un plot de los estados de venta,1,dispersion
Consulta: precios promedio por marca en gráfico lineal,True,lineal
Me gustaría muestra gráfico los métodos de pago,True,barras
